0.194444,0.015000
1.805556,-0.490000
1.286111,-0.395000
0.555556,0.080000
1.547222,0.330000
1.758333,-0.415000
0.450000,-0.165000
1.025000,-0.380000
0.513889,-0.060000
0.130556,-0.185000
1.013889,-0.340000
0.377778,-0.105000
0.936111,0.045000
0.319444,-0.145000
1.827778,-0.630000
1.463889,-0.625000
1.402778,-0.365000
1.430556,-0.425000
1.644444,-0.735000
0.641667,0.025000
1.902778,-0.640000
1.747222,-0.445000
0.250000,-0.065000
1.427778,-0.425000
0.997222,-0.330000
0.863889,-0.310000
0.200000,0.000000
1.897222,-0.620000
1.275000,-0.510000
1.816667,-0.545000
1.775000,-0.315000
0.394444,-0.110000
1.405556,-0.325000
0.852778,-0.340000
0.375000,-0.125000
0.744444,-0.210000
0.566667,0.170000
0.286111,-0.110000
1.663889,-0.745000
1.933333,-0.495000
1.927778,-0.500000
1.508333,-0.455000
1.022222,-0.380000
0.225000,0.005000
1.444444,-0.780000
0.591667,0.270000
1.377778,-0.215000
0.066667,-0.205000
0.561111,0.160000
1.313889,0.010000
1.616667,-0.810000
0.775000,-0.090000
0.072222,-0.205000
0.352778,1.720000
0.877778,-0.310000
1.772222,-0.355000
0.572222,0.220000
1.194444,0.125000
0.841667,-0.190000
1.841667,-0.590000
0.908333,-0.335000
1.811111,-0.495000
1.283333,-0.580000
0.550000,0.085000
1.455556,-0.720000
0.380556,-0.115000
1.916667,-0.570000
0.033333,-0.205000
1.950000,-0.515000
1.111111,-0.275000
0.886111,-0.320000
0.297222,-0.085000
0.791667,-0.100000
1.852778,-0.645000
0.819444,-0.110000
0.011111,-0.175000
1.738889,-0.545000
1.638889,-0.745000
1.975000,-0.615000
0.925000,-0.330000
0.252778,-0.065000
1.891667,-0.660000
0.786111,-0.160000
0.533333,0.040000
1.780556,-0.330000
0.411111,-0.170000
0.752778,-0.175000
1.030556,-0.350000
0.208333,0.020000
1.333333,-0.505000
0.119444,-0.220000
0.633333,0.065000
0.666667,-0.160000
0.722222,-0.210000
0.016667,-0.170000
1.527778,1.115000
0.458333,-0.165000
1.488889,-0.580000
0.069444,-0.215000
1.630556,-0.755000
1.002778,-0.350000
0.588889,0.280000
0.866667,-0.360000
1.477778,-0.730000
1.988889,-0.665000
0.766667,-0.200000
1.538889,1.510000
1.752778,-0.445000
0.341667,1.300000
0.900000,-0.320000
0.050000,-0.185000
0.197222,0.015000
0.291667,-0.125000
0.233333,-0.050000
0.505556,-0.095000
1.675000,-0.685000
1.169444,0.005000
1.472222,-0.535000
0.444444,-0.150000
1.341667,-0.330000
1.172222,0.065000
0.169444,-0.130000
1.369444,-0.310000
1.188889,-0.080000
1.113889,-0.235000
0.350000,1.820000
1.872222,-0.635000
0.116667,-0.250000
0.552778,0.060000
1.047222,-0.325000
0.369444,-0.215000
0.127778,-0.145000
0.858333,-0.280000
0.125000,-0.150000
0.608333,0.250000
1.788889,-0.415000
1.016667,-0.360000
1.388889,-0.385000
0.980556,-0.325000
0.625000,0.180000
1.733333,-0.580000
1.986111,-0.665000
1.147222,-0.070000
0.461111,-0.140000
1.191667,0.040000
1.650000,-0.845000
0.330556,0.220000
0.733333,-0.240000
1.247222,-0.550000
1.161111,-0.010000
1.591667,-0.775000
1.216667,-0.135000
1.441667,-0.725000
1.158333,-0.015000
0.741667,-0.230000
0.100000,-0.190000
0.836111,-0.150000
0.958333,1.270000
0.155556,-0.200000
0.438889,-0.175000
1.144444,-0.095000
0.466667,-0.150000
0.086111,-0.210000
1.027778,-0.370000
1.344444,-0.380000
0.680556,-0.200000
1.677778,-0.670000
0.950000,1.335000
1.330556,-0.520000
0.147222,-0.160000
0.502778,-0.100000
1.066667,-0.350000
0.500000,-0.090000
1.802778,-0.475000
0.272222,-0.140000
1.700000,-0.680000
0.905556,-0.395000
0.397222,-0.125000
1.611111,-0.805000
1.694444,-0.700000
